age,income,employment_years,loan_amount,credit_history_length,num_credit_lines,late_payments,region,has_dependents,default_probability,predicted_default,true_default
55,49283,10,16869,11,4,0,East,1,0.11077185994378505,0,0
60,52464,29,10574,5,9,0,North,0,0.07632185548475777,0,0
52,31651,31,3015,9,9,1,North,1,0.09066452982413312,0,0
36,48181,27,17839,2,7,0,North,0,0.20863311554992614,0,0
27,35088,16,8247,4,6,2,North,0,0.17696155479185657,0,0
29,12082,25,4358,3,4,1,South,1,0.3226763043212296,0,0
27,7383,15,9570,6,7,0,North,1,0.7734521228602534,1,1
33,51991,31,16426,7,2,2,East,0,0.11904424755195198,0,0
44,31293,15,7143,1,9,1,South,0,0.15187119449912237,0,0
54,42180,12,14990,4,6,5,South,1,0.30345868193072056,0,0
41,9300,23,18270,4,2,3,West,1,0.7437157519339442,1,1
49,47571,24,8542,13,3,2,North,0,0.09183710138125653,0,0
44,50211,17,11806,4,9,0,North,0,0.08844659740508196,0,0
61,58520,8,19162,13,6,2,East,0,0.07370133850741416,0,0
28,32835,0,14142,3,1,0,West,0,0.2906905546322896,0,1
26,47641,23,4939,14,3,2,East,1,0.09730584621813827,0,0
48,40876,29,12177,4,2,1,South,0,0.1264819003101604,0,0
50,35623,14,6595,13,1,2,South,1,0.1655131873422164,0,0
26,43552,12,15647,6,1,2,North,1,0.28351531873813113,0,0
30,25410,5,8531,1,3,2,East,1,0.31804425938179676,0,0
30,37684,28,17405,6,7,1,East,1,0.279467656976793,0,0
22,43595,27,9812,4,3,0,East,1,0.2380427809528641,0,0
35,22021,9,3155,9,5,1,North,0,0.23604505662711114,0,1
21,28459,15,17210,4,1,0,East,0,0.3993790781158548,0,0
44,39513,19,14862,4,8,1,South,1,0.2376365953280983,0,0
25,44089,18,5214,12,9,0,South,0,0.07255352021663387,0,0
43,37555,5,3723,1,4,0,East,0,0.07167603966276055,0,1
33,34731,20,13842,9,4,4,North,0,0.2808721206406562,0,1
32,22566,20,6481,3,9,1,North,1,0.29905397725606275,0,0
40,28729,26,10840,3,5,1,West,1,0.26497193174721295,0,0
62,55022,9,19670,8,2,0,South,0,0.07585341875580918,0,0
35,28839,17,17539,9,2,1,North,1,0.469797173636357,0,0
55,31702,17,17253,2,1,2,North,1,0.3493807502421331,0,1
40,31507,21,7115,3,2,1,West,0,0.15205861323972122,0,0
52,28172,34,7053,12,3,1,West,1,0.15721771862313863,0,0
34,65120,30,9345,5,9,2,East,0,0.08953137017960629,0,0
35,42515,14,11711,2,5,1,South,0,0.2927383685566259,0,0
45,40761,26,3919,6,8,1,South,0,0.07156452633380417,0,0
52,25080,13,10229,13,3,2,East,0,0.27023541571958465,0,1
46,62258,23,1815,14,7,3,West,0,0.02158265023630184,0,0
38,47250,20,8003,10,9,2,East,0,0.06882101198957677,0,1
48,27606,21,9450,5,1,0,West,0,0.21778807267882774,0,0
36,43551,7,17711,10,5,2,West,0,0.3347977647785047,0,1
55,52648,17,4807,4,1,1,South,1,0.0464946145815684,0,0
39,25653,13,17656,5,5,0,West,1,0.32364348998871145,0,0
34,27054,33,12448,13,5,2,South,1,0.4829986220861842,0,0
34,20761,22,2417,5,3,1,West,1,0.28145813672032705,0,0
42,29004,17,12040,3,8,2,North,1,0.26489909496887565,0,0
53,26644,8,16287,7,2,0,West,0,0.19283084309232243,0,0
55,40969,19,17555,12,3,0,East,0,0.3301916458549033,0,0
34,39169,34,5867,3,2,1,North,0,0.08073378713776855,0,0
60,50378,22,13505,5,2,0,South,1,0.07022105464232672,0,0
63,19135,8,16297,5,4,2,South,0,0.35215562594717914,0,0
26,25314,16,1660,13,3,0,North,1,0.4087679001232118,0,1
54,30431,6,11862,5,7,1,West,0,0.1416957622482837,0,0
22,43273,16,4470,5,8,0,South,1,0.10934034422287112,0,0
22,31684,25,2547,1,8,0,South,0,0.18003182466936396,0,0
56,46746,0,8691,4,5,2,West,1,0.07786525202651225,0,0
64,61524,21,14845,7,3,1,West,1,0.016351619617017074,0,0
63,25991,25,6128,2,8,2,South,1,0.4434899301793853,0,1
31,53692,0,4398,14,8,0,East,1,0.06254389085667143,0,0
30,17043,14,8460,8,1,0,South,1,0.4840012539912634,0,0
30,50126,15,8954,14,8,0,South,0,0.06936168231292132,0,1
25,40709,10,7632,3,9,0,East,0,0.16557003693718184,0,0
26,26494,4,8135,5,5,2,West,0,0.26299426168296874,0,1
22,46298,27,1577,11,2,1,North,0,0.15195961275775566,0,0
41,31116,3,13445,14,4,0,North,1,0.29445072519918847,0,0
62,48459,20,19509,3,1,6,West,0,0.13649747916238023,0,0
57,44153,6,3057,14,5,0,East,1,0.052043268632814936,0,0
63,51406,14,6648,9,9,1,East,0,0.08547839565513618,0,0
42,19795,6,11227,4,8,4,North,0,0.31136484099655676,0,0
52,10161,13,1825,4,3,1,North,1,0.6971678605258674,1,0
29,40656,16,6418,14,9,2,North,1,0.1723213100929727,0,0
35,60514,24,16684,5,4,2,North,0,0.07227999560633241,0,0
58,48608,11,16804,13,1,2,South,1,0.14421817527258593,0,0
60,47114,25,11779,12,5,3,East,0,0.17842246205161097,0,0
64,42907,16,15286,9,4,0,South,0,0.08938521716829188,0,0
27,50077,28,16300,9,8,2,North,1,0.2323765080801841,0,0
42,43957,23,9187,9,7,0,East,1,0.1002617496820008,0,1
30,43227,0,19394,11,2,0,East,1,0.40530783092541994,0,0
27,51687,22,15836,6,9,0,North,1,0.1210834439897038,0,0
41,33052,22,16511,8,2,4,East,0,0.3857716369407821,0,0
52,62597,21,14180,1,1,0,East,0,0.030111828264616888,0,0
39,45094,24,13606,4,5,0,West,0,0.12111215055154038,0,0
23,32350,21,4097,5,3,0,North,0,0.12381667907025526,0,0
54,32543,16,12005,1,7,0,South,0,0.10178651523850828,0,1
51,32173,17,18279,4,3,0,West,0,0.17003647770406874,0,0
42,9581,21,3663,8,6,1,East,0,0.6677453740454719,1,0
44,26030,19,14893,2,5,0,South,0,0.3763082852598418,0,1
59,50394,26,14693,9,8,0,North,0,0.10436245627634741,0,1
62,46108,21,12469,5,9,2,South,0,0.12559558146359012,0,0
25,14850,21,14686,1,6,1,North,0,0.43196703509885565,0,1
61,44656,27,3053,2,8,1,West,0,0.05879672439014632,0,0
31,42748,24,11428,8,5,1,South,0,0.21513163166716998,0,1
24,46346,32,11722,1,4,1,South,1,0.2876363465973246,0,1
51,40201,5,9831,12,7,1,East,1,0.1606238150729628,0,0
61,42350,8,13084,11,5,1,West,1,0.1772337391595071,0,0
37,53461,19,8691,8,1,1,North,1,0.07512277036499213,0,0
37,61338,25,18175,5,3,2,North,0,0.0645233948724797,0,1
28,36293,0,9149,7,5,0,South,1,0.368356500787035,0,0
55,56728,11,10028,2,7,0,East,1,0.037990377747566466,0,0
35,46723,23,7544,6,4,2,North,1,0.10013626448326883,0,0
61,30745,32,13549,4,9,1,North,0,0.19616101969003746,0,0
59,33395,9,19918,6,1,1,East,1,0.1992646864836406,0,0
59,40551,7,5423,9,2,2,South,1,0.08261236959888979,0,0
41,39337,4,5862,13,5,5,South,0,0.13400409494852358,0,0
29,43912,1,11938,7,9,0,North,1,0.2764058097383964,0,0
60,32682,27,14204,9,3,0,South,0,0.11246098205163123,0,0
31,19974,10,7535,13,9,0,East,1,0.285302881215065,0,0
54,51339,26,15433,14,6,0,South,1,0.10344855357328395,0,0
43,50098,10,16617,12,5,0,South,0,0.07414907965984739,0,0
24,53118,33,9221,7,8,0,South,1,0.26933591775845767,0,0
62,34925,34,7973,5,4,0,East,1,0.06370980129089318,0,0
59,43960,24,14356,9,3,1,West,1,0.12033185505436429,0,0
45,42583,0,2991,3,5,2,South,0,0.17494062889419795,0,0
38,21703,24,3342,1,5,2,West,1,0.5197570492518107,1,0
31,57994,10,17334,14,5,1,East,0,0.04364785419967404,0,0
56,32848,34,9704,11,6,1,North,0,0.13568379747970097,0,0
54,58911,20,18762,14,1,1,East,0,0.05615127073571993,0,0
24,42790,26,17728,1,7,1,South,1,0.5911345878745929,1,0
37,53200,31,19951,7,5,1,South,1,0.3201501591844813,0,1
23,38210,20,8084,9,2,4,East,1,0.2849416636220172,0,0
54,45928,25,14924,4,2,1,South,0,0.1546294601580533,0,0
49,27086,2,14020,11,8,0,East,0,0.22139206278262202,0,0
55,27416,14,12824,7,9,1,North,0,0.28053978469423185,0,0
27,33197,17,1011,7,8,1,East,0,0.13332711684080595,0,0
34,41352,24,12305,13,2,1,North,0,0.13404400029782915,0,0
24,43570,34,11152,9,8,2,North,1,0.23067814115296006,0,0
40,23998,4,7186,6,6,0,South,1,0.24657029838524222,0,0
59,31071,2,18830,4,6,2,East,0,0.32345204810131317,0,1
46,51300,27,18925,14,7,0,East,1,0.16820574353306192,0,0
54,64867,8,8159,10,5,1,East,0,0.03696234735560565,0,0
21,31549,10,11079,9,7,1,West,0,0.33615629235278244,0,0
41,38242,26,4669,11,2,1,West,1,0.11217062444963764,0,0
57,34001,21,7941,11,2,2,East,0,0.12933957252372963,0,0
44,22448,34,13798,2,9,2,West,0,0.4660880955074269,0,1
62,53324,4,9652,3,8,1,East,0,0.06593624395589194,0,0
55,40561,21,17179,7,4,1,North,0,0.14326076764020393,0,0
25,39063,1,17087,6,5,0,East,1,0.302377565162863,0,1
57,20671,10,9133,13,6,0,West,1,0.44969092483104617,0,0
64,48380,24,5134,10,2,0,East,1,0.02548226630925774,0,0
33,32269,26,8968,10,4,2,East,0,0.18465672673635025,0,0
47,35570,3,10121,8,9,3,West,1,0.22381697828613878,0,0
58,59053,12,8744,3,2,3,North,0,0.10906237988373534,0,0
53,42261,30,1838,4,6,0,East,0,0.028745130133060216,0,0
22,35490,14,15046,12,6,0,West,1,0.3944455215890057,0,0
60,41052,30,11793,12,1,1,South,0,0.13677098512162683,0,0
47,64802,32,2790,8,3,0,South,0,0.013568726399681293,0,0
53,37886,5,17182,1,6,1,North,0,0.18857923301169924,0,0
63,43800,34,11456,14,2,0,East,1,0.041691741638397416,0,0
22,35326,34,1284,8,1,0,East,0,0.07460787930654181,0,0
51,68729,6,10643,7,5,0,East,0,0.005110174090099568,0,0
44,66742,27,2396,14,9,3,East,1,0.028996650960949687,0,0
25,27644,8,8695,5,4,2,South,1,0.2945041267514885,0,0
59,43087,13,14762,2,3,1,East,0,0.09648568397688047,0,1
61,45250,14,14253,5,7,0,West,0,0.04695593690693822,0,1
59,40611,11,18802,6,4,1,North,1,0.29023476098152934,0,1
29,21007,9,12513,9,1,1,East,1,0.5670537097148054,1,1
30,44087,25,2307,1,1,2,East,0,0.2684477375385277,0,0
48,50724,5,5682,7,4,1,West,0,0.029003994799569992,0,0
29,44945,33,8798,5,1,0,South,0,0.07312701692417826,0,0
23,36150,10,15046,14,7,1,South,1,0.3815453031785666,0,1
34,42590,28,5925,3,3,0,East,0,0.12450770898367368,0,1
46,47224,20,10072,1,8,0,West,1,0.09145940335959685,0,0
41,56773,8,18924,10,7,2,East,0,0.20426739910504854,0,0
53,41569,17,18705,12,1,1,South,0,0.2660048861221042,0,0
37,44775,18,17057,13,5,0,West,1,0.1854159486811119,0,1
57,40816,8,7342,11,2,1,North,1,0.09495166799626888,0,0
45,37016,28,14878,8,4,2,South,1,0.2850865203969027,0,0
37,35825,24,18470,14,4,3,West,1,0.5117495101703528,1,0
24,12151,21,13953,10,1,1,West,1,0.5221905203893161,1,1
31,36064,5,9553,1,1,2,South,0,0.13535928875417613,0,0
48,39325,8,5291,10,1,2,North,1,0.12193342912437542,0,1
27,51599,2,11548,9,1,1,South,0,0.15197071434148804,0,0
39,39289,9,9427,8,5,1,North,0,0.08340552299830248,0,0
56,27468,27,15436,7,2,2,North,0,0.3680340421758415,0,0
58,38248,11,16641,8,8,3,South,0,0.39390908053866713,0,0
50,53834,20,16463,10,3,1,East,1,0.05730134584519952,0,1
33,64034,20,14241,13,4,1,South,1,0.07411693121026156,0,1
39,39144,24,17688,1,3,1,West,0,0.3381925841518776,0,0
59,35028,5,17836,11,8,0,East,1,0.2265957496324597,0,0
34,44610,31,14682,3,2,1,East,0,0.2415269583888368,0,0
39,38457,4,3488,11,9,3,North,1,0.13452030642137355,0,0
29,35004,29,1171,9,4,0,North,0,0.13008462281687322,0,0
55,22690,1,11907,2,5,1,South,0,0.3292453761736061,0,1
62,51049,7,9319,8,6,4,North,1,0.1117157443020396,0,0
22,62256,28,4371,14,8,1,East,1,0.11450945694068376,0,0
22,30323,21,1535,5,7,2,East,1,0.19358315001805748,0,1
56,33823,18,11704,12,7,0,North,0,0.15435855904514037,0,1
46,45406,3,17613,14,9,0,North,1,0.39725356814241364,0,0
58,34808,21,1815,3,8,0,East,0,0.0333534881380396,0,0
54,37908,33,2117,8,6,1,South,1,0.0675612506409049,0,0
46,63554,2,12731,2,6,0,North,0,0.032781319038444195,0,0
53,29752,1,14261,6,8,0,South,0,0.15570497165030603,0,0
22,46125,5,11844,8,9,2,West,1,0.21686042071974254,0,0
32,16298,30,15535,2,6,2,East,0,0.2816239077599406,0,1
26,41297,6,16941,14,6,1,West,1,0.3395424972495026,0,0
47,43345,16,17922,5,2,2,South,0,0.21986198467625187,0,0
26,24040,27,19757,12,3,3,North,0,0.39657853887447275,0,1
37,17440,16,12235,7,9,0,West,0,0.31843654741041294,0,1
28,36292,8,7740,3,6,0,East,0,0.20885217787514943,0,0
39,64318,6,2502,5,1,1,South,0,0.017976638967347556,0,0
38,55843,11,2107,1,7,0,North,0,0.04702571886353195,0,1
36,38435,25,14178,5,3,0,West,1,0.1474983292014227,0,1
27,33682,1,4679,6,2,1,South,0,0.43875764447496446,0,0
38,47447,8,19448,9,5,1,South,1,0.1541523574317407,0,1
44,50934,3,11715,7,3,2,North,0,0.16604668552690702,0,0
38,55698,12,11061,13,1,0,West,0,0.07444099835733618,0,0
29,33812,23,3461,4,1,1,South,0,0.1435849092920805,0,0
24,40590,19,1594,11,5,1,East,1,0.10827688531577775,0,1
33,45102,12,15238,1,6,2,North,0,0.1679562036440373,0,0
58,29764,18,18487,12,4,0,South,1,0.23211151259450655,0,0
42,31931,3,1619,13,2,3,West,1,0.17854612042239587,0,0
50,40977,3,17293,8,4,2,South,0,0.1450782744089648,0,0
53,48070,32,19673,2,5,2,East,0,0.17709686451545,0,0
38,43466,28,16398,6,3,1,East,0,0.12056558196120064,0,0
25,26435,32,17074,6,1,0,East,0,0.2255019925278272,0,0
44,30466,24,18014,11,4,2,West,1,0.36637588731695153,0,0
46,28559,4,14374,9,4,0,East,1,0.5127088141075102,1,0
47,61237,1,4716,14,4,1,North,0,0.13438226541542464,0,0
55,34060,30,5102,3,2,1,South,0,0.09170378136917559,0,0
43,16057,19,15058,14,4,0,North,1,0.4331391128826226,0,0
55,24252,3,1349,7,9,1,West,0,0.07485902406635955,0,1
35,40947,33,11426,13,9,2,West,1,0.22779355240252377,0,0
37,26984,28,17325,14,5,2,West,0,0.46595968743663535,0,1
35,50754,1,18024,10,9,0,West,1,0.1809065726453878,0,0
23,36692,3,19091,10,5,0,South,0,0.6125437784410354,1,0
38,60406,6,9009,1,6,4,West,1,0.14502811076551891,0,1
23,50936,11,19168,9,1,1,South,0,0.3236512934560475,0,0
45,57774,0,19135,7,3,3,East,1,0.4940930274049408,0,0
50,56246,0,10218,14,9,3,North,0,0.18290673012609046,0,0
53,38322,29,11827,9,5,1,West,0,0.11760633249642458,0,0
54,38381,8,15324,1,6,2,West,1,0.1985299814305733,0,0
40,49549,29,5542,2,1,0,South,0,0.03391399685913755,0,0
28,63027,28,7925,10,8,0,North,1,0.04853484460145201,0,0
59,43062,4,3709,13,1,2,West,1,0.0864972411499647,0,0
27,51003,34,4177,8,9,1,West,0,0.11825047589293451,0,0
48,14489,2,3153,1,7,1,North,0,0.18408207707261504,0,0
28,10493,29,13984,13,1,1,East,1,0.5025364968638243,1,0
41,41097,4,1645,3,7,2,South,1,0.16630536297301363,0,0
36,52903,2,5753,10,6,1,North,0,0.14780517027483814,0,1
55,41081,31,14555,7,6,1,East,0,0.10208475715709273,0,0
21,50690,17,6996,1,5,2,North,1,0.16168484462614255,0,1
28,36274,2,18338,11,2,0,South,1,0.39708527815962585,0,0
44,42487,1,9459,9,9,1,North,0,0.06849300877334014,0,0
38,44161,31,9893,10,2,0,South,0,0.14098000658934687,0,0
44,52840,22,9592,12,5,0,North,1,0.04978967812436779,0,0
30,59830,26,13813,9,8,2,West,0,0.09704744453663006,0,0
43,54661,34,15279,4,1,2,South,1,0.15509619181678205,0,0
43,49449,33,2143,12,8,0,South,0,0.04365719429690625,0,0
63,31892,14,9509,9,2,0,West,1,0.17410920358508336,0,0
57,40902,34,10074,5,8,1,West,1,0.11289100994449422,0,1
48,54785,29,8595,11,7,3,West,0,0.15305688932231162,0,0
41,29771,26,1959,1,2,2,North,1,0.2814521090321395,0,0
37,40800,11,7169,4,1,1,North,1,0.07983351026829268,0,0
52,28327,32,16113,3,2,1,North,1,0.1842900933296124,0,1
55,50739,3,1082,10,6,1,East,0,0.05662461330144154,0,0
22,43951,13,10186,11,1,1,West,0,0.17492234929065545,0,1
38,27616,31,2232,11,4,2,East,1,0.22582468551104407,0,0
35,18643,19,13832,4,5,3,North,1,0.27521326677741076,0,0
64,47294,29,16609,14,4,1,East,0,0.1657450635348918,0,0
27,35957,5,9374,3,6,2,West,1,0.20711020088256452,0,0
46,25037,7,11717,9,5,2,East,0,0.2894937234599987,0,1
40,43716,5,4351,8,9,0,West,0,0.05520866752695161,0,0
31,60925,7,10721,3,7,1,East,0,0.1125810316173615,0,0
49,27487,31,4112,3,4,1,North,1,0.26934439055240883,0,0
30,59993,10,1329,12,7,0,West,1,0.023505913772884354,0,0
31,37458,20,15337,14,2,1,North,1,0.2487451986833244,0,0
51,48781,31,18117,12,2,3,West,0,0.2729975443420985,0,0
47,43221,4,18653,8,2,3,South,1,0.6558548154046879,1,0
58,34324,10,16032,12,9,0,West,0,0.32435405404728274,0,0
39,19585,29,16872,10,1,2,West,0,0.2476716851463498,0,0
54,31870,13,18327,6,8,0,West,1,0.2207463166127701,0,0
49,48233,18,14142,4,4,1,East,0,0.10612058542863867,0,0
49,32473,21,11645,11,7,3,East,1,0.2496705263277917,0,1
55,29703,3,18629,6,8,0,South,1,0.2850138428342366,0,0
52,29878,1,8323,6,7,1,South,0,0.1427445790995029,0,1
29,66702,1,11291,9,3,0,North,0,0.01043891938404019,0,0
59,33869,2,9417,4,8,3,South,0,0.23945806619001714,0,0
43,41545,31,7605,6,9,0,North,1,0.06262088029118468,0,1
27,51684,4,3563,3,3,2,South,1,0.16071238521847597,0,0
34,39650,16,7139,12,3,1,East,0,0.20189612252392966,0,1
46,49309,25,6940,2,6,1,South,1,0.06766401939789189,0,0
23,55650,14,3269,4,3,2,North,0,0.15489511023471025,0,0
34,36833,7,2340,14,3,2,South,1,0.23232072833838416,0,0
38,61617,26,17407,9,4,1,North,0,0.041397840977748214,0,0
58,22168,31,1830,11,4,2,North,0,0.18038875667207713,0,0
64,50536,29,12892,13,1,1,East,1,0.12763292751116356,0,0
38,57632,30,2049,8,5,2,North,1,0.09881127950639136,0,0
36,14897,16,5393,11,4,0,West,1,0.36049052354395034,0,0
63,40916,31,12989,13,8,3,South,1,0.2847091834522738,0,0
58,25815,26,8691,6,4,1,East,0,0.2324159291236323,0,0
59,11590,27,11877,5,1,3,North,1,0.3434445144747086,0,0
25,40085,15,3396,2,1,4,East,0,0.2818450649047933,0,1
46,24071,2,9695,5,8,0,North,0,0.1879381900386636,0,1
25,42384,28,19381,6,6,3,North,1,0.47262621039102437,0,0
23,44013,33,4244,11,1,0,West,0,0.07142742311639434,0,0
52,40812,18,14501,10,1,0,East,0,0.06161791406874,0,0
36,45105,31,14096,10,6,1,East,0,0.2963166056130142,0,0
38,42102,12,2658,6,6,2,North,1,0.15589645013284434,0,1
57,45032,1,11987,7,1,3,South,0,0.26225667231240923,0,0
64,48693,14,13904,1,9,2,South,1,0.25560475076369765,0,0
61,35184,30,4410,4,6,0,East,1,0.101488971609328,0,0
24,46854,0,7263,3,8,1,South,0,0.043140173384646534,0,0
37,16710,9,15464,11,9,2,West,0,0.37933401648079185,0,0
55,32600,32,18640,4,4,1,East,0,0.18544248693128743,0,0
23,34001,25,3958,1,9,0,North,0,0.4695738411014683,0,0
25,56226,11,19239,6,7,2,North,0,0.1582044017609917,0,1
43,19091,16,14869,14,9,1,North,1,0.2559732831311152,0,1
64,27988,28,19630,1,9,1,East,0,0.16461295879659504,0,1
30,46835,6,11229,13,3,0,North,0,0.05059468935970248,0,0
44,45211,14,2268,6,5,2,West,1,0.11724120342557268,0,0
33,30695,6,13171,14,7,2,East,0,0.11998650420071788,0,0
